3f2a01296fb63016,-1.435,5.309,44.714,0.102,0.178,0.252,000,oth
 8cff77adfacb8ea3,-1.457,5.394,46.870,0.251,0.047,0.186,27197,oth
8cff77adfacb8ea3,-3.097,6.081,102.361,0.065,0.073,0.733,000,ped
3f2a01296fb63016,-3.966,1.061,102.277,0.179,0.040,0.611,000,oth
72798badbbaad8fd,-3.377,-2.748,102.388,0.116,0.105,1.411,000,bik
e10a6901c6e703a8,-3.754,-3.831,90.740,0.266,0.046,0.334,000,oth
6ef4cb24564aee21,-2.425,-3.170,51.758,0.298,0.651,0.630,000,bik
c9137b8c7cbf022,-1.840,-5.648,42.527,1.789,2.946,1.544,000,car
f866829bf3bb98a4,-1.989,-8.498,42.048,0.174,0.273,0.974,000,ped
5bebfdd22558da84,-3.973,2.552,102.295,0.057,0.152,0.502,000,oth
86daa0d6e0ce048a,-1.682,-5.218,48.681,0.812,0.219,0.315,29173,bik
9b5b4986e6f35007,-2.064,-4.857,48.088,0.585,0.389,1.073,30758,ped
d90670dbb0190820,-1.623,-6.170,51.517,0.452,0.052,0.167,000,oth
f7d78e7dd76804a,-2.180,-3.525,48.288,0.510,0.576,0.848,000,bik
85ece9e846e40ee,-3.782,3.876,102.301,0.467,0.036,0.316,000,ped
9fd19d19d1710e96,-1.976,-4.156,48.038,0.279,0.381,1.063,000,ped
